duration,protocol_type,service,src_bytes,dst_bytes,failed_logins,count,srv_count,same_srv_rate,diff_srv_rate,attack_type
0,tcp,http,0,0,11,36,26,0.32886926457181903,0.49465991279928917,4
0,tcp,http,0,0,15,33,49,0.39266579907553556,0.4167409421226148,4
6,udp,smtp,406,4991,0,1,2,1.0,0.0,0
4,udp,http,327,3282,0,1,2,1.0,0.0,0
0,tcp,ssh,168,805,11,36,27,0.6674277976770171,0.48854963933835094,2
0,tcp,ssh,196,777,5,32,24,0.6910882033078674,0.3222442127474205,2
2,tcp,ssh,70,241,4,20,12,0.5940357444291161,0.5199636453603411,5
0,tcp,http,0,0,0,260,364,0.09293625176489967,0.8989121744374462,1
4,tcp,ssh,64,279,2,18,10,0.5774617133801397,0.5397981525038479,5
6,tcp,smtp,94,463,3,10,7,0.5054232901866413,0.3511030466064465,3
0,tcp,http,0,0,14,56,42,0.37723309451224374,0.6090091536744939,4
0,tcp,ssh,160,807,12,21,22,0.7087951634473403,0.3153312892244659,2
0,tcp,http,0,0,10,58,34,0.5639563108784038,0.6861006993379073,4
5,tcp,ftp,127,437,2,8,11,0.46383746097952006,0.34162407284315277,3
4,tcp,ssh,80,317,4,11,14,0.5513108863189022,0.39270830391861156,5
2,tcp,smtp,87,326,2,10,10,0.4688752760315619,0.5849427917896253,3
0,tcp,http,0,0,12,33,26,0.5906131568999611,0.48439548567053947,4
0,tcp,http,0,0,0,247,308,0.07791840699603063,0.9006086464572556,1
0,tcp,http,0,0,0,289,290,0.13911418528625935,0.9751278844195193,1
0,tcp,ssh,127,735,10,22,18,0.7414110561642155,0.4535038039734473,2
0,tcp,http,0,0,0,396,236,0.12338230605667078,0.8534080803028353,1
0,tcp,ssh,142,801,10,35,18,0.572736040603952,0.2797801201129954,2
0,tcp,http,0,0,13,43,34,0.40037227475560105,0.6190301281809326,4
0,tcp,http,0,0,0,192,371,0.09879811320635189,0.9360135586040788,1
0,tcp,http,0,0,0,303,272,0.1266046608643671,0.9525872373999555,1
3,tcp,ssh,53,242,4,15,14,0.5931475396082416,0.3959774938873136,5
0,tcp,http,0,0,0,181,151,0.1473468471573651,0.9002936861510267,1
3,tcp,http,422,2346,0,3,3,1.0,0.0,0
3,tcp,ftp,142,463,1,10,12,0.5010478918785679,0.3336967427436574,3
3,tcp,ftp,152,430,2,11,8,0.5823779102063683,0.5434431488548015,3
0,tcp,http,0,0,0,398,365,0.025179275673164345,0.9380094766585662,1
0,tcp,ssh,133,836,11,27,23,0.7997818652175024,0.29016566895955165,2
9,udp,dns,400,2224,0,2,3,1.0,0.0,0
2,tcp,ssh,48,283,2,13,14,0.6273217146782093,0.5245424324930702,5
0,tcp,ssh,195,808,12,26,22,0.7432353682516409,0.37148428421811,2
0,tcp,http,0,0,11,38,45,0.4479205512711178,0.6125649601926684,4
0,tcp,http,0,0,0,173,197,0.06415374233895346,0.948837049310818,1
0,tcp,http,0,0,0,248,167,0.12622747073243618,0.8923675786272165,1
0,tcp,ssh,166,970,5,26,24,0.7875132255458108,0.4816048864489997,2
2,tcp,smtp,157,301,2,12,8,0.44925384046099864,0.5901755910605648,3
0,tcp,ssh,171,843,9,20,22,0.7979407043434519,0.4901221187815217,2
4,tcp,smtp,103,441,1,8,11,0.6080068969453687,0.38545865907131827,3
4,tcp,ssh,93,208,2,16,9,0.551861431918259,0.5332604887444592,5
0,tcp,http,0,0,0,187,376,0.030093589852433697,0.8736852877442002,1
5,udp,dns,208,2076,0,3,4,1.0,0.0,0
3,udp,dns,442,2811,0,4,1,1.0,0.0,0
2,tcp,ssh,116,215,3,15,10,0.5211152309932441,0.4116370575265624,5
0,tcp,http,0,0,0,238,319,0.14336491008622018,0.9230709160410705,1
3,tcp,ftp,136,405,2,15,9,0.6960404988848596,0.40230443995154874,3
2,tcp,ftp,106,288,2,14,7,0.5789524237585961,0.34415743890100386,3
5,tcp,smtp,85,214,1,12,6,0.4392776086472885,0.5368976883278911,3
5,tcp,ssh,106,253,1,20,12,0.6397915985297671,0.45896709662901763,5
8,udp,smtp,494,3907,0,5,5,1.0,0.0,0
3,tcp,smtp,105,292,1,14,12,0.48674942093701246,0.45985331726236955,3
0,tcp,ssh,151,718,6,22,24,0.5649369107045576,0.326570859794973,2
0,tcp,http,0,0,0,294,239,0.072344001983331,0.9221830877380771,1
0,tcp,http,0,0,0,235,211,0.08609962829009049,0.9683584230730472,1
9,udp,smtp,328,1767,0,4,1,1.0,0.0,0
3,tcp,ssh,79,339,1,13,8,0.5615613058954096,0.42797117080567665,5
5,tcp,dns,381,1838,0,1,4,1.0,0.0,0
9,tcp,smtp,391,2517,0,5,1,1.0,0.0,0
0,tcp,http,0,0,8,38,39,0.37768441070133585,0.4886515560686616,4
0,tcp,http,0,0,15,30,41,0.47147614042182706,0.6929648682494178,4
0,tcp,http,0,0,11,58,39,0.34077454416018615,0.4857456384108979,4
5,tcp,smtp,99,389,2,13,12,0.6527897592811458,0.35136504233687155,3
0,tcp,ssh,142,709,11,27,28,0.6829758352257325,0.46690928743420146,2
0,tcp,http,0,0,0,369,173,0.14708371713841611,0.9044220226695029,1
5,tcp,ssh,72,215,1,18,10,0.6415803325601519,0.4978289627914324,5
4,tcp,ssh,91,288,3,17,8,0.5202657380569632,0.36092096678614294,5
6,tcp,smtp,121,249,1,15,7,0.6732337292794921,0.3392211506008807,3
4,tcp,smtp,394,2661,0,1,5,1.0,0.0,0
4,tcp,ssh,119,229,3,10,11,0.6166030989908345,0.42170261465891234,5
0,tcp,ssh,176,770,8,23,29,0.6365124957554129,0.3597797210424335,2
0,tcp,ssh,179,965,10,27,30,0.7629525064270737,0.3099246846429261,2
7,udp,http,260,4565,0,5,1,1.0,0.0,0
9,tcp,smtp,233,2497,0,1,5,1.0,0.0,0
3,tcp,ftp,130,489,2,13,6,0.6252426968283326,0.3637495703148605,3
0,tcp,http,0,0,0,178,170,0.11394841446410613,0.9471235377485736,1
4,tcp,ssh,52,375,3,17,14,0.46098306905438907,0.5221494221215447,5
0,tcp,ssh,192,871,5,38,20,0.5867827729868021,0.41866076439843536,2
7,udp,dns,600,2669,0,4,4,1.0,0.0,0
5,tcp,ftp,139,327,1,9,11,0.6590381335303594,0.3422415345380222,3
0,tcp,http,0,0,12,36,42,0.371883871976634,0.5173337161481959,4
8,tcp,http,481,3503,0,2,5,1.0,0.0,0
4,tcp,smtp,112,436,2,12,7,0.589902822218349,0.4420417722641701,3
0,tcp,http,0,0,0,363,170,0.08745292488295879,0.8937489633616927,1
4,tcp,ssh,68,271,2,12,13,0.4951868326323713,0.48101357648631543,5
0,tcp,http,0,0,8,46,29,0.45609481722313144,0.5011125333104666,4
7,udp,smtp,445,2670,0,3,2,1.0,0.0,0
5,udp,dns,497,1758,0,4,1,1.0,0.0,0
0,tcp,ssh,166,784,6,26,23,0.6229874242507091,0.3357703497580863,2
0,tcp,ssh,136,890,7,29,16,0.7256733722497125,0.22613741503520635,2
0,tcp,http,0,0,0,277,380,0.09476702140263953,0.892764295557468,1
5,tcp,ftp,120,238,1,11,8,0.5637637534852926,0.4656943394668249,3
0,tcp,http,0,0,10,44,37,0.5686984566739596,0.6474971147623718,4
0,tcp,http,0,0,11,30,45,0.3405650668609307,0.5582481622035409,4
0,tcp,http,0,0,0,360,314,0.0903454621519604,0.9000507616374297,1
3,tcp,ftp,100,452,2,15,6,0.5679061165533086,0.5762854354633102,3
0,tcp,http,0,0,9,37,35,0.58818635348082,0.43272521398818653,4
0,tcp,ssh,143,786,7,28,21,0.5174236854352054,0.35158596609548887,2
0,tcp,http,0,0,0,239,299,0.10274971572492078,0.8684722957165079,1
3,tcp,smtp,122,404,1,15,8,0.6416192431335971,0.4162353218938538,3
4,tcp,ssh,67,388,3,12,9,0.5031001247033142,0.47367346641208696,5
2,tcp,ssh,114,267,1,16,10,0.5291516584541303,0.5481244627208972,5
0,tcp,http,0,0,14,59,45,0.36642270544895866,0.5326859770624415,4
0,tcp,http,0,0,11,37,31,0.560007480700764,0.6002350352764535,4
0,tcp,http,0,0,11,60,38,0.5779450804015347,0.4219265741701321,4
0,tcp,ssh,142,800,5,24,30,0.7759065716587084,0.24408685225289756,2
5,tcp,smtp,142,220,3,13,6,0.651386740306996,0.47574984640580265,3
5,tcp,smtp,131,264,1,14,10,0.48631146375291273,0.46613885228251306,3
0,tcp,ssh,160,711,12,25,20,0.7109313447204616,0.4683195833914294,2
4,tcp,ftp,121,457,1,11,10,0.5451479397138773,0.4107607880805555,3
0,tcp,http,0,0,13,38,28,0.36492827997293953,0.4009087716479532,4
0,tcp,http,0,0,0,246,255,0.10286404795221153,0.9346767595592766,1
0,tcp,http,0,0,0,161,186,0.13786745777752354,0.9601480544677988,1
0,tcp,ssh,180,793,7,27,28,0.7557938336831869,0.33631441488459934,2
7,udp,http,538,1593,0,1,1,1.0,0.0,0
0,tcp,ssh,191,954,12,37,17,0.7154091532759876,0.44212967731450503,2
0,tcp,http,0,0,0,230,196,0.039587118021278477,0.9405216939469675,1
7,udp,http,390,1838,0,3,2,1.0,0.0,0
0,tcp,ssh,139,806,5,31,22,0.5502507845726018,0.4018050051292097,2
0,tcp,http,0,0,8,33,44,0.332732260166198,0.6818041524961389,4
3,tcp,ssh,63,308,3,10,11,0.5988747731142158,0.5285098210228687,5
5,tcp,smtp,410,4928,0,5,1,1.0,0.0,0
5,tcp,ssh,70,231,4,10,10,0.6248304620297052,0.3829092161666667,5
5,tcp,smtp,323,2824,0,1,4,1.0,0.0,0
0,tcp,ssh,181,729,5,28,16,0.5593190648788406,0.31653900321523715,2
9,udp,smtp,523,1625,0,5,4,1.0,0.0,0
0,tcp,http,0,0,8,51,39,0.5745524263045911,0.6199512612017014,4
0,tcp,http,0,0,0,183,318,0.0389385067309142,0.900382117099852,1
9,udp,smtp,508,4102,0,3,2,1.0,0.0,0
5,tcp,smtp,110,235,2,15,8,0.5960806746630446,0.38144002542020017,3
5,tcp,smtp,160,230,1,15,9,0.5390623864129117,0.45912177491420647,3
0,tcp,ssh,185,745,7,26,25,0.7905058244789402,0.4659353014497739,2
0,tcp,http,0,0,0,279,247,0.02204011433398833,0.9111873884820718,1
0,tcp,http,0,0,13,32,36,0.36637251522689135,0.5226112326648042,4
0,tcp,http,0,0,0,389,277,0.04617033097857083,0.9184985341894523,1
5,tcp,ssh,109,375,4,15,14,0.5282452994376263,0.5007242219335022,5
0,tcp,http,0,0,0,211,244,0.14019656843011238,0.9178270452717103,1
6,tcp,ftp,153,338,2,14,10,0.5500618912577547,0.5145753858992422,3
0,tcp,ssh,161,984,12,28,25,0.6814114964614549,0.40654161694574353,2
0,tcp,ssh,133,979,7,24,22,0.6800798558624388,0.3593129718202036,2
0,tcp,ssh,189,908,7,25,30,0.7542144945028362,0.3191149016218641,2
0,tcp,ssh,124,706,6,23,24,0.5512990686427837,0.2465707013635267,2
9,udp,smtp,550,4514,0,3,3,1.0,0.0,0
0,tcp,http,0,0,0,163,255,0.04579333819849016,0.8593385883713242,1
8,udp,smtp,587,3117,0,4,5,1.0,0.0,0
0,tcp,http,0,0,11,41,41,0.3176234080311479,0.6595225954264308,4
0,tcp,ssh,133,816,7,32,16,0.5599517668011051,0.4374664956091847,2
4,tcp,http,560,4649,0,1,3,1.0,0.0,0
3,tcp,ssh,70,291,2,19,8,0.4879154460972048,0.46773674238018015,5
0,tcp,ssh,177,980,7,23,19,0.7019284606774399,0.25366062371661113,2
0,tcp,ssh,182,871,11,31,20,0.7784300206901669,0.22630339307574948,2
6,tcp,smtp,212,2472,0,3,3,1.0,0.0,0
7,tcp,dns,389,3934,0,5,1,1.0,0.0,0
0,tcp,ssh,152,848,10,30,20,0.7121924386638605,0.4209855077209064,2
10,udp,smtp,309,1795,0,2,5,1.0,0.0,0
0,tcp,http,0,0,9,50,39,0.4095623989018692,0.5914038674499301,4
3,tcp,smtp,148,425,2,14,12,0.463439980434316,0.47824282118381867,3
3,tcp,smtp,103,458,3,14,6,0.4633750380338974,0.47637096258851064,3
0,tcp,http,0,0,10,46,38,0.36059604485691243,0.58067196322631,4
0,tcp,http,0,0,11,40,25,0.49034369205885325,0.6055664012067137,4
0,tcp,http,0,0,0,289,357,0.05955823991999333,0.8717569181568319,1
0,tcp,http,0,0,10,59,30,0.3211044077977908,0.6999438753629762,4
0,tcp,ssh,170,839,5,29,16,0.7640989798104951,0.21555166671325682,2
2,tcp,ssh,53,364,3,15,14,0.5518246677728463,0.5204116477348958,5
4,tcp,ssh,94,327,1,20,13,0.48800920296100136,0.35353073372147925,5
0,tcp,http,0,0,14,36,25,0.40039465292513216,0.5807977635895742,4
3,tcp,ssh,88,374,3,12,15,0.5109132338281169,0.4168468797082754,5
0,tcp,http,0,0,0,215,273,0.02900282013832957,0.937039339148548,1
2,tcp,smtp,121,425,1,9,12,0.5775648156327089,0.5721081025367492,3
4,tcp,ssh,107,361,2,14,15,0.6140972825124705,0.4018011415611318,5
0,tcp,http,0,0,8,30,26,0.4391742163836988,0.4528295502333238,4
0,tcp,ssh,145,821,6,38,21,0.571288153722783,0.35719333986715635,2
4,tcp,ftp,134,257,1,13,7,0.5798116452590614,0.382755544417139,3
5,tcp,ssh,44,283,4,16,8,0.6163048092974652,0.45414109810909964,5
0,tcp,ssh,192,801,11,31,18,0.7593390475515499,0.46393671410683235,2
3,tcp,smtp,81,224,2,12,9,0.5349084563535456,0.30250270334107526,3
0,tcp,http,0,0,8,49,27,0.47084767597338484,0.5860614011998753,4
10,udp,smtp,227,4510,0,3,4,1.0,0.0,0
6,tcp,smtp,152,316,2,13,10,0.4508393336421749,0.48093844449421574,3
3,tcp,ssh,69,338,2,19,10,0.5226017561082767,0.544282839830691,5
5,tcp,smtp,456,4967,0,3,5,1.0,0.0,0
0,tcp,http,0,0,0,249,267,0.12236041998004858,0.8784266081721819,1
4,tcp,ssh,46,336,1,13,8,0.5062525784118801,0.4661161178929823,5
0,tcp,http,0,0,0,325,235,0.12077823595352237,0.9223990923630344,1
0,tcp,http,0,0,14,31,28,0.49971881683633557,0.6771554912602301,4
2,tcp,ssh,55,394,1,18,13,0.5202913991609214,0.5357550974871317,5
0,tcp,http,0,0,15,42,38,0.4459627563750195,0.4114205079301047,4
0,tcp,http,0,0,0,164,275,0.11368240289726343,0.9523720832589881,1
0,tcp,ssh,164,944,9,34,25,0.7035815437414094,0.2928936120802014,2
5,udp,http,565,4597,0,3,1,1.0,0.0,0
0,tcp,ssh,162,882,9,31,23,0.7204983523561648,0.20134969487152907,2
0,tcp,http,0,0,0,368,279,0.04899546397386728,0.8945859679326152,1
0,tcp,http,0,0,11,39,39,0.46047155953608243,0.4047606673419289,4
0,tcp,http,0,0,11,52,27,0.341945534462276,0.5982922558429581,4
4,tcp,ftp,160,456,1,14,8,0.41816441486374994,0.5094567016504563,3
2,tcp,ftp,124,494,2,15,10,0.6543973837729196,0.395102974094535,3
0,tcp,http,0,0,9,48,38,0.39601474893182675,0.554297762725128,4
0,tcp,http,0,0,15,57,42,0.41558559650523585,0.6241777175267925,4
3,tcp,ssh,42,220,2,20,10,0.6104764291243079,0.394573447539718,5
0,tcp,ssh,181,930,6,30,23,0.6715937658145544,0.23437033778725158,2
4,tcp,smtp,150,439,1,9,9,0.5958263825018348,0.3723602067914865,3
3,tcp,ssh,84,273,2,20,9,0.48978675296702373,0.3751030280081241,5
0,tcp,http,0,0,10,38,42,0.4671027700946482,0.6772631507464992,4
0,tcp,ssh,137,864,5,24,17,0.6188509340379983,0.28991715115834116,2
0,tcp,http,0,0,0,334,192,0.02954675072910078,0.8590480870989985,1
5,tcp,ftp,152,218,3,12,10,0.4444280269403596,0.4421757338741263,3
2,tcp,ftp,99,442,3,13,9,0.49771880428223814,0.5990236302322438,3
0,tcp,http,0,0,0,212,142,0.09835877656257623,0.8858475506518407,1
2,tcp,ssh,87,258,4,10,13,0.624853785820751,0.4969025895234712,5
6,tcp,ftp,155,453,3,8,8,0.6126778406729817,0.5933272193852122,3
2,tcp,ssh,66,374,1,20,14,0.4545727490000677,0.49255381259071385,5
0,tcp,http,0,0,14,36,28,0.562625435728366,0.6067926651853093,4
3,tcp,smtp,112,484,3,13,7,0.6990103657990002,0.3985124235467621,3
3,udp,smtp,511,4756,0,2,4,1.0,0.0,0
0,tcp,ssh,140,961,8,38,30,0.7811434387048481,0.4209187099175168,2
8,udp,dns,394,4129,0,2,2,1.0,0.0,0
8,udp,dns,452,2941,0,5,4,1.0,0.0,0
6,tcp,ftp,120,450,2,8,9,0.41277157661284486,0.39633806720285436,3
2,tcp,smtp,148,327,1,12,8,0.6567429991865574,0.5522053748350384,3
5,tcp,ftp,156,369,1,15,11,0.6897677081303619,0.5606905831944169,3
0,tcp,http,0,0,9,60,26,0.5172682615641939,0.4175238699524767,4
6,tcp,ftp,140,249,1,13,6,0.506097487199097,0.3046399439506359,3
4,tcp,ssh,92,352,2,12,11,0.5812987790332161,0.3873139137782858,5
0,tcp,http,0,0,0,218,289,0.036453304954993354,0.8525368735648798,1
5,tcp,ssh,72,393,4,11,11,0.641697230542687,0.42844261033012593,5
0,tcp,ssh,183,901,9,38,27,0.5663692720470285,0.4810322875175659,2
0,tcp,ssh,175,805,11,25,16,0.6663218532718902,0.3863628458036956,2
4,tcp,ftp,108,233,3,10,10,0.6290897353658995,0.5140712209770124,3
0,tcp,ssh,168,750,5,36,23,0.661725552803762,0.2159432334979579,2
0,tcp,ssh,158,792,7,29,16,0.5363064218870123,0.2930961469827662,2
0,tcp,http,0,0,0,206,309,0.042111985431571235,0.8616461181424235,1
0,tcp,ssh,136,802,11,40,26,0.5573156001558162,0.4775692549834053,2
0,tcp,ssh,200,966,5,21,16,0.5339079761377931,0.23993926901035711,2
3,tcp,ssh,109,262,3,19,10,0.5386290730064449,0.37350361654823505,5
0,tcp,http,0,0,13,37,32,0.4057484829883903,0.6918556197594448,4
3,tcp,ssh,110,245,1,13,11,0.6081949943689953,0.47065173871757826,5
0,tcp,http,0,0,0,296,270,0.12875090700001965,0.8987989778915059,1
4,tcp,smtp,143,340,2,11,12,0.6599255166315192,0.4694108543584058,3
0,tcp,ssh,126,743,12,23,24,0.7577097692697413,0.4823160650359408,2
0,tcp,http,0,0,0,235,328,0.14967960934158933,0.886674170191611,1
2,tcp,ssh,44,276,1,20,10,0.5350936374673451,0.48063085147199036,5
5,tcp,ssh,71,269,1,15,13,0.4567033591952348,0.4441585865553042,5
2,tcp,ssh,42,240,2,18,14,0.479680957363178,0.47955670324259375,5
3,tcp,ssh,40,225,1,18,9,0.5115149040437394,0.44051648277716104,5
3,tcp,smtp,360,2567,0,4,4,1.0,0.0,0
5,tcp,ssh,80,215,2,13,14,0.5937798040410329,0.4367409668699182,5
0,tcp,http,0,0,0,391,232,0.09782845003890628,0.8641649953074518,1
8,tcp,dns,585,1731,0,2,3,1.0,0.0,0
4,tcp,ssh,100,233,4,14,13,0.5906675047516461,0.5471142985595552,5
5,udp,http,405,3701,0,3,3,1.0,0.0,0
3,tcp,ssh,100,394,1,11,11,0.5678946532956458,0.3633709985281336,5
5,tcp,ftp,89,469,1,13,11,0.5939186694184393,0.3735336904889158,3
0,tcp,http,0,0,10,48,45,0.4091694149130196,0.4303068095760466,4
0,tcp,ssh,149,899,10,32,22,0.5235765443458202,0.4935952395192575,2
5,tcp,ftp,130,268,1,11,6,0.5175374840696905,0.5607265648819304,3
0,tcp,http,0,0,11,60,46,0.359860453565228,0.6119634821691502,4
0,tcp,http,0,0,0,155,286,0.11592928212445924,0.8928595133456468,1
3,tcp,ftp,100,282,1,8,11,0.5136701053319407,0.41182288901094155,3
0,tcp,ssh,169,858,5,33,30,0.7447825094873328,0.4991451233347066,2
0,tcp,http,0,0,12,38,41,0.506015943383768,0.467753846555977,4
0,tcp,http,0,0,14,55,44,0.5283395124933838,0.6770002046683026,4
3,tcp,ftp,117,331,2,8,10,0.5181284527630657,0.3955794371003114,3
0,tcp,ssh,166,890,9,38,24,0.5414843627092153,0.3479238815340323,2
6,tcp,ftp,159,312,1,14,8,0.4126381433941567,0.4671332787063862,3
2,tcp,ssh,48,267,2,17,14,0.5836361604276621,0.4607910460855511,5
2,tcp,ssh,41,304,4,16,8,0.6211619364224694,0.5329752501907354,5
5,tcp,ftp,152,379,1,13,7,0.624563030226301,0.568336537101153,3
6,tcp,http,425,3339,0,5,1,1.0,0.0,0
6,tcp,smtp,475,2004,0,1,1,1.0,0.0,0
0,tcp,http,0,0,8,32,37,0.337452849926783,0.4385814316801182,4
9,tcp,http,268,3448,0,2,5,1.0,0.0,0
0,tcp,ssh,197,988,6,33,30,0.5309834246368909,0.3663062982692388,2
9,tcp,dns,289,2342,0,5,1,1.0,0.0,0
6,udp,http,418,3340,0,4,2,1.0,0.0,0
8,udp,smtp,422,3529,0,4,4,1.0,0.0,0
0,tcp,ssh,133,739,9,25,29,0.682174935494352,0.22183023236791655,2
0,tcp,http,0,0,0,237,217,0.12626337329519488,0.913936833859549,1
0,tcp,http,0,0,0,390,332,0.035178271557503075,0.8790334783350434,1
0,tcp,http,0,0,0,179,320,0.11276095595524294,0.8538625169701867,1
4,tcp,ssh,86,295,2,19,14,0.46566386549948785,0.530035640946194,5
3,tcp,ssh,98,329,3,12,9,0.4849763678623696,0.4687235297012721,5
0,tcp,http,0,0,0,195,315,0.09734013933330075,0.954826193452237,1
4,tcp,ssh,116,329,1,18,13,0.4993156087843893,0.4606652487542423,5
3,tcp,ssh,47,264,3,19,9,0.4540537945236718,0.4099539643341275,5
0,tcp,http,0,0,0,259,273,0.1056137975978745,0.8574546515857479,1
0,tcp,http,0,0,0,290,338,0.06497975077858675,0.9795866195782348,1
0,tcp,http,0,0,0,283,366,0.10322886112288379,0.970003667277096,1
2,tcp,ssh,118,354,2,15,14,0.5618671213259129,0.43987215638030286,5
0,tcp,ssh,122,922,10,39,26,0.7095642455890787,0.24345105907423026,2
0,tcp,http,0,0,0,350,206,0.1221948509258169,0.8628189615041171,1
4,tcp,ftp,147,476,2,11,8,0.6808624070884546,0.33981462139594726,3
4,tcp,ftp,92,339,3,9,8,0.5561121862681064,0.5137119299364779,3
0,tcp,http,0,0,0,373,202,0.06181074025024172,0.9258758932407015,1
2,tcp,ftp,90,422,1,9,12,0.4495324435175137,0.45488512995091157,3
0,tcp,ssh,133,778,5,26,30,0.6780589747168624,0.47646450184086847,2
2,tcp,smtp,88,311,2,9,12,0.45251478044489674,0.5823476646376283,3
3,tcp,ssh,51,249,2,15,14,0.6056598437642704,0.3990649489737448,5
0,tcp,ssh,140,809,11,33,17,0.6163046626132296,0.44852659382175186,2
5,tcp,ssh,77,315,2,17,15,0.49487223778121364,0.3798252889553621,5
8,tcp,smtp,513,1734,0,5,5,1.0,0.0,0
6,tcp,ftp,88,351,2,13,9,0.564549524935719,0.39402756218134377,3
0,tcp,http,0,0,10,42,32,0.49065080570139974,0.6404126564723404,4
0,tcp,http,0,0,0,216,142,0.06608669098826789,0.9296325537094032,1
0,tcp,http,0,0,9,37,38,0.39499126652081173,0.48927198484632245,4
5,tcp,smtp,82,205,1,8,8,0.6305208303068306,0.4523570093595164,3
6,tcp,smtp,132,304,1,15,12,0.5838049804350474,0.3785543596594646,3
0,tcp,http,0,0,8,33,45,0.5160906593564563,0.6717474427177419,4
6,tcp,dns,437,2507,0,5,2,1.0,0.0,0
6,tcp,ftp,98,493,1,12,8,0.53919273525461,0.5754283572159097,3
3,tcp,ftp,116,231,2,12,6,0.4394069568394043,0.41909823579733685,3
3,tcp,smtp,86,447,2,9,10,0.655049074147817,0.3256937784932997,3
2,tcp,ssh,46,275,4,20,11,0.6325947173082878,0.4931955658638868,5
0,tcp,http,0,0,11,33,31,0.5981739682155982,0.4894374114288783,4
4,udp,http,283,2295,0,3,3,1.0,0.0,0
4,tcp,ssh,84,349,3,19,15,0.6250905819053919,0.4488680497999628,5
0,tcp,ssh,127,869,11,27,27,0.738721634288078,0.3826770895149425,2
9,tcp,smtp,428,2703,0,1,1,1.0,0.0,0
2,tcp,ssh,58,337,1,20,14,0.4685325668284586,0.4087130697476015,5
0,tcp,http,0,0,11,52,35,0.5791526974199774,0.5522393418645573,4
8,udp,http,229,4130,0,3,4,1.0,0.0,0
3,udp,http,336,4179,0,3,2,1.0,0.0,0
2,tcp,ssh,112,298,3,16,9,0.5945369910285803,0.4505291065737247,5
5,tcp,smtp,496,4593,0,5,4,1.0,0.0,0
0,tcp,http,0,0,0,304,319,0.0638635534430973,0.9462858324380314,1
4,tcp,http,423,1536,0,3,1,1.0,0.0,0
0,tcp,http,0,0,9,52,32,0.34417152739365087,0.5547867605484764,4
0,tcp,http,0,0,0,233,265,0.046589236063782694,0.8558954624415848,1
0,tcp,http,0,0,0,370,347,0.028460295701726788,0.8516716224908781,1
0,tcp,ssh,187,956,10,39,16,0.5503238714726477,0.29381577282143206,2
0,tcp,http,0,0,8,59,42,0.3959819194378152,0.46682275187898026,4
0,tcp,http,0,0,0,277,199,0.0749941476857984,0.8629592022631425,1
0,tcp,ssh,176,978,9,30,30,0.5271301549250108,0.22731700849782535,2
0,tcp,ssh,145,830,5,35,17,0.6008192096089464,0.24206358226451297,2
0,tcp,ssh,146,943,11,24,29,0.7010521026970074,0.33030703648789883,2
0,tcp,http,0,0,0,157,206,0.11869547949829462,0.8765295833398455,1
8,tcp,dns,330,1797,0,4,5,1.0,0.0,0
6,tcp,http,267,2695,0,5,1,1.0,0.0,0
0,tcp,http,0,0,8,49,45,0.4542141717358288,0.6406000505992318,4
0,tcp,http,0,0,11,34,30,0.4115303269840396,0.5591953367451185,4
3,tcp,ssh,90,351,3,14,14,0.5348047727813965,0.4383261969207066,5
3,tcp,ftp,124,488,3,8,8,0.5099037816743268,0.5299675860245354,3
9,udp,smtp,411,3997,0,1,2,1.0,0.0,0
3,udp,smtp,203,4279,0,3,2,1.0,0.0,0
6,tcp,smtp,93,381,1,12,8,0.6970873073250041,0.45785680756509156,3
3,tcp,smtp,133,343,2,8,9,0.6993992378431199,0.4008443982915954,3
0,tcp,http,0,0,10,58,43,0.5234372744791608,0.6753120792526515,4
0,tcp,http,0,0,0,349,195,0.0730831186061992,0.9067410308177819,1
0,tcp,http,0,0,10,56,49,0.4492782584576366,0.6230656025732847,4
0,tcp,http,0,0,0,219,327,0.026931032613310146,0.9123926534100706,1
7,udp,dns,412,4212,0,5,2,1.0,0.0,0
2,tcp,ftp,135,479,3,13,12,0.6955766406734527,0.35556503733789646,3
4,tcp,dns,547,2120,0,4,1,1.0,0.0,0
3,tcp,ssh,103,279,2,20,15,0.47344507893325233,0.5096673621354391,5
0,tcp,http,0,0,15,58,26,0.4226171131798168,0.5805570592626639,4
0,tcp,ssh,194,767,11,36,29,0.719338627306738,0.4948150780656828,2
4,tcp,ssh,96,358,4,17,14,0.6295759730501054,0.409801680841338,5
0,tcp,http,0,0,12,32,33,0.514121776141516,0.41890184167463673,4
0,tcp,ssh,122,855,10,32,25,0.6300302105594349,0.3447320260049341,2
4,tcp,ftp,86,213,3,8,9,0.4595928589894177,0.5705268147204836,3
0,tcp,http,0,0,0,258,205,0.06687988302807947,0.857797116036019,1
0,tcp,ssh,159,931,12,38,27,0.6598683331624979,0.4112925224401388,2
4,tcp,smtp,132,494,2,11,12,0.4010378621206367,0.32646260144791084,3
6,tcp,ftp,118,345,1,12,11,0.562597575121764,0.4804039602426605,3
5,udp,dns,539,3994,0,1,1,1.0,0.0,0
4,tcp,ssh,52,267,1,19,12,0.5774175371859058,0.4970260921721288,5
0,tcp,http,0,0,0,372,335,0.02815441419952324,0.9504796475315356,1
0,tcp,http,0,0,0,259,343,0.05716967281229658,0.9352673824461867,1
0,tcp,http,0,0,14,34,28,0.4735260965889253,0.6763971240855545,4
3,tcp,ssh,57,234,2,10,13,0.5239080587424039,0.45733266350968943,5
