duration,protocol_type,src_bytes,dst_bytes,failed_logins,logged_in,count,srv_count,serror_rate,srv_serror_rate
1,tcp,277,1678,3,0,45,19,0.06,0.07
1,udp,483,1192,3,0,19,16,0.16,0.3
17,tcp,212,1164,5,0,15,5,0.05,0.3
19,udp,180,967,4,0,28,23,0.13,0.16
8,tcp,282,1958,2,1,20,2,0.09,0.45
13,tcp,76,235,0,0,36,6,0.0,0.33
14,tcp,357,508,1,0,15,30,0.22,0.49
4,udp,486,1772,4,0,39,20,0.34,0.4
8,tcp,363,1680,3,1,26,30,0.23,0.27
15,tcp,111,1627,5,0,20,6,0.14,0.48
4,tcp,478,1277,5,0,48,26,0.21,0.33
16,udp,410,847,1,1,23,17,0.07,0.02
8,udp,219,395,0,0,44,21,0.43,0.16
10,udp,218,1502,0,0,31,14,0.35,0.19
6,udp,189,665,2,1,18,11,0.09,0.45
9,tcp,485,1000,4,0,46,17,0.3,0.35
19,tcp,303,486,5,0,13,18,0.24,0.3
1,tcp,263,1287,2,1,15,21,0.11,0.05
10,udp,374,731,1,0,38,29,0.41,0.39
4,udp,330,920,4,0,33,25,0.08,0.34
18,tcp,58,889,4,0,1,27,0.24,0.24
1,udp,220,415,5,0,45,1,0.23,0.46
20,tcp,477,1639,0,1,34,8,0.21,0.0
11,tcp,247,363,4,0,25,18,0.21,0.29
2,udp,315,266,2,0,35,25,0.46,0.33
4,tcp,339,447,4,0,22,19,0.16,0.38
6,udp,317,1375,0,1,15,26,0.18,0.24
18,tcp,113,647,1,0,17,2,0.11,0.02
13,tcp,329,1300,0,1,14,12,0.31,0.12
10,tcp,207,1802,5,0,7,7,0.09,0.07
7,udp,384,1446,0,0,46,7,0.4,0.05
18,tcp,177,1829,4,0,19,6,0.16,0.36
15,tcp,187,724,1,0,10,20,0.32,0.28
10,tcp,451,1989,2,1,33,7,0.48,0.28
12,udp,99,266,4,0,35,2,0.33,0.44
20,udp,458,1242,2,1,14,16,0.01,0.33
10,tcp,455,990,2,1,41,29,0.21,0.32
5,udp,77,540,4,0,15,19,0.47,0.39
18,tcp,455,1509,1,1,43,15,0.47,0.47
9,udp,497,1333,3,0,5,11,0.25,0.08
4,tcp,202,1408,0,0,21,18,0.08,0.49
5,tcp,300,719,0,1,37,5,0.2,0.47
6,tcp,152,619,2,0,44,14,0.2,0.06
2,tcp,211,1350,5,0,28,25,0.09,0.42
8,tcp,297,538,3,1,19,9,0.34,0.44
17,tcp,496,1802,5,0,14,7,0.35,0.15
8,tcp,68,371,5,0,32,14,0.42,0.45
16,tcp,112,1779,0,1,37,19,0.35,0.02
4,tcp,343,1917,1,1,21,30,0.48,0.0
6,udp,346,1216,5,0,19,1,0.15,0.47
6,udp,414,1235,3,1,6,25,0.48,0.41
1,udp,50,221,4,0,43,24,0.14,0.42
17,tcp,53,1446,2,0,46,23,0.12,0.24
7,tcp,262,752,5,0,16,8,0.27,0.06
11,tcp,159,1760,0,0,21,29,0.19,0.43
11,tcp,233,1458,5,0,33,23,0.26,0.37
5,udp,341,1874,1,1,22,6,0.46,0.14
17,udp,330,1280,1,0,8,3,0.22,0.07
14,udp,196,1516,1,0,36,19,0.36,0.15
17,udp,459,1566,3,1,45,22,0.37,0.34
18,udp,338,1955,5,0,11,5,0.21,0.08
11,tcp,217,360,5,0,2,9,0.35,0.18
20,udp,276,1835,4,0,35,8,0.08,0.35
5,tcp,220,1502,3,0,18,25,0.09,0.38
5,tcp,457,1386,5,0,16,8,0.15,0.33
15,udp,112,841,5,0,12,3,0.31,0.24
7,tcp,403,751,1,1,32,2,0.12,0.41
3,tcp,63,1180,2,1,27,17,0.14,0.24
6,tcp,350,1669,4,0,1,1,0.27,0.28
1,udp,455,1113,4,0,21,21,0.39,0.39
12,udp,66,1755,2,0,28,17,0.05,0.17
2,tcp,125,1642,4,0,33,3,0.41,0.03
6,tcp,337,1057,3,0,29,14,0.11,0.23
2,tcp,469,416,0,0,13,21,0.3,0.09
19,udp,61,800,1,1,10,1,0.38,0.39
6,tcp,54,262,0,1,48,22,0.24,0.35
4,udp,125,1328,3,1,27,4,0.45,0.24
1,udp,194,319,3,0,38,25,0.34,0.25
20,tcp,408,1023,2,0,1,27,0.35,0.14
5,tcp,449,121,5,0,10,30,0.41,0.07
6,tcp,301,1226,1,1,27,11,0.33,0.36
12,tcp,106,1956,3,1,37,25,0.49,0.22
7,tcp,172,1773,2,1,3,16,0.19,0.06
9,udp,162,1572,4,0,29,21,0.36,0.06
10,udp,389,503,2,0,13,18,0.18,0.17
13,tcp,192,135,4,0,22,3,0.33,0.42
12,udp,334,1383,2,1,13,13,0.44,0.35
10,udp,404,368,5,0,49,10,0.35,0.19
17,udp,217,1698,3,0,49,20,0.23,0.13
1,udp,63,415,5,0,49,17,0.14,0.35
19,udp,364,1621,2,1,34,6,0.15,0.16
12,udp,87,1570,1,1,49,10,0.02,0.33
16,udp,189,1568,1,1,16,4,0.01,0.09
4,udp,388,238,5,0,10,17,0.21,0.26
2,udp,421,1536,3,0,46,5,0.34,0.31
7,udp,488,1318,1,1,9,9,0.04,0.36
2,udp,284,1991,5,0,35,16,0.49,0.16
16,tcp,350,1127,3,1,11,26,0.3,0.43
20,tcp,363,1750,2,0,24,22,0.34,0.14
18,tcp,109,1675,2,0,42,12,0.02,0.22
17,tcp,400,1441,1,1,8,19,0.05,0.49
7,udp,487,1494,0,0,14,19,0.3,0.24
19,udp,178,1329,1,0,43,5,0.13,0.29
5,tcp,161,448,3,0,3,8,0.1,0.33
1,tcp,274,259,4,0,32,25,0.12,0.31
19,tcp,233,957,1,1,19,5,0.28,0.01
12,tcp,273,726,4,0,27,25,0.33,0.15
2,tcp,326,1601,2,1,15,28,0.26,0.35
3,tcp,187,1111,5,0,49,9,0.39,0.14
14,tcp,267,1870,0,1,24,14,0.02,0.46
2,udp,238,1079,1,1,39,15,0.45,0.45
15,tcp,51,399,1,1,42,6,0.49,0.06
9,udp,248,1286,0,0,31,15,0.25,0.22
17,udp,302,1360,0,0,14,26,0.03,0.48
16,udp,97,919,2,0,14,18,0.41,0.5
8,tcp,109,640,4,0,47,1,0.0,0.04
15,tcp,309,190,3,1,44,6,0.13,0.08
17,tcp,59,433,5,0,11,27,0.27,0.2
7,udp,452,1527,0,0,27,25,0.04,0.43
11,tcp,497,979,3,0,40,14,0.13,0.04
1,tcp,280,1379,4,0,31,10,0.34,0.23
7,tcp,405,283,0,1,43,25,0.45,0.49
18,tcp,298,1169,5,0,12,15,0.3,0.21
17,udp,496,630,3,0,41,19,0.13,0.2
6,tcp,269,619,5,0,31,1,0.5,0.16
12,tcp,130,1604,2,1,35,1,0.0,0.26
6,tcp,319,961,2,0,5,30,0.39,0.33
13,tcp,118,1007,4,0,15,30,0.02,0.44
6,tcp,120,1343,2,0,3,14,0.01,0.12
2,udp,217,1087,1,0,46,1,0.23,0.02
12,tcp,495,345,4,0,43,14,0.43,0.29
10,udp,358,331,1,0,40,11,0.15,0.03
4,udp,423,1821,3,1,15,24,0.12,0.37
20,udp,65,950,2,1,17,1,0.27,0.07
17,udp,383,283,5,0,19,1,0.35,0.48
5,udp,451,1923,2,0,50,3,0.44,0.28
4,tcp,475,1048,4,0,9,7,0.02,0.36
14,udp,105,1700,1,0,50,3,0.32,0.42
9,udp,468,232,4,0,23,30,0.24,0.33
7,udp,292,1047,0,0,33,29,0.17,0.45
7,udp,494,920,0,0,25,4,0.22,0.37
6,udp,146,1865,3,0,41,7,0.4,0.09
2,udp,454,1544,5,0,6,19,0.21,0.45
19,tcp,364,733,2,0,25,19,0.12,0.37
2,tcp,237,188,0,0,45,19,0.46,0.32
12,tcp,246,957,0,0,26,12,0.04,0.38
14,udp,484,618,3,1,44,1,0.38,0.19
10,tcp,323,340,1,1,27,28,0.43,0.2
20,tcp,177,197,2,0,40,9,0.47,0.29
15,tcp,203,1518,3,1,19,4,0.16,0.48
7,udp,136,1768,1,1,38,23,0.25,0.31
2,tcp,118,480,1,0,37,26,0.19,0.18
6,tcp,322,479,3,1,47,19,0.04,0.07
8,udp,348,290,1,0,41,6,0.44,0.44
7,tcp,117,1630,1,1,47,28,0.23,0.32
8,tcp,374,608,0,0,4,29,0.16,0.24
16,tcp,314,734,0,0,15,29,0.43,0.23
2,tcp,411,703,4,0,14,12,0.05,0.38
20,tcp,96,515,5,0,38,15,0.1,0.27
1,udp,426,247,2,0,28,15,0.02,0.34
14,tcp,374,1240,3,1,50,12,0.46,0.07
17,udp,278,566,2,0,25,25,0.45,0.2
19,tcp,177,1100,4,0,12,2,0.13,0.38
8,tcp,71,1637,5,0,1,11,0.45,0.17
14,udp,97,1104,3,1,10,25,0.19,0.34
9,udp,305,1188,5,0,12,20,0.02,0.46
18,tcp,302,387,3,1,23,2,0.37,0.34
17,tcp,243,1800,1,0,35,25,0.16,0.31
9,tcp,133,1467,3,0,19,10,0.25,0.32
9,tcp,108,1140,2,1,38,8,0.23,0.49
7,tcp,210,358,1,1,22,15,0.38,0.24
5,tcp,370,964,2,1,19,5,0.23,0.18
12,tcp,429,1474,4,0,2,28,0.42,0.26
15,tcp,454,675,0,1,42,26,0.31,0.27
2,udp,168,1912,1,0,26,2,0.47,0.11
18,tcp,272,1997,1,1,20,21,0.11,0.34
15,tcp,409,1689,2,0,25,18,0.43,0.15
11,tcp,491,525,5,0,9,23,0.21,0.04
10,tcp,315,397,0,0,8,13,0.35,0.09
6,tcp,296,769,4,0,33,24,0.04,0.31
8,tcp,360,289,1,0,9,4,0.32,0.19
5,tcp,125,1870,1,0,14,11,0.48,0.16
16,tcp,76,1090,4,0,50,28,0.39,0.46
12,udp,284,1039,2,1,42,4,0.26,0.48
6,tcp,123,188,0,1,31,28,0.41,0.34
10,udp,303,1897,3,1,48,7,0.14,0.23
6,tcp,312,827,4,0,4,6,0.48,0.4
16,udp,365,199,5,0,40,3,0.15,0.19
5,udp,132,1889,4,0,24,7,0.5,0.31
8,udp,120,225,2,1,31,10,0.24,0.32
20,tcp,294,196,0,0,3,9,0.22,0.14
7,tcp,190,1515,0,0,19,19,0.04,0.03
7,tcp,70,236,3,1,33,24,0.45,0.01
14,tcp,290,1878,0,1,35,6,0.3,0.06
18,udp,249,1190,4,0,27,25,0.46,0.49
1,udp,466,282,1,1,34,16,0.08,0.19
2,udp,237,1207,1,1,17,25,0.21,0.08
9,tcp,248,245,4,0,6,25,0.41,0.11
2,udp,87,576,0,0,33,1,0.06,0.35
8,tcp,193,1910,0,0,41,4,0.02,0.42
16,udp,372,869,5,0,5,6,0.02,0.45
15,udp,374,1018,5,0,40,12,0.09,0.04
4,tcp,397,770,0,0,40,16,0.2,0.46
8,tcp,469,1648,0,0,9,4,0.39,0.27
16,tcp,171,921,2,0,32,30,0.21,0.44
10,tcp,407,682,3,1,8,16,0.23,0.1
17,tcp,380,566,4,0,43,3,0.34,0.4
5,tcp,73,1513,2,1,20,6,0.21,0.01
15,udp,471,1470,1,0,27,29,0.06,0.13
20,udp,325,813,3,0,49,13,0.29,0.47
20,udp,219,586,0,0,4,24,0.28,0.17
14,udp,233,439,4,0,33,29,0.06,0.37
3,tcp,286,1397,2,0,29,2,0.32,0.18
10,udp,428,448,2,1,21,21,0.19,0.44
8,udp,131,1804,4,0,2,19,0.35,0.11
13,udp,88,1190,5,0,15,24,0.38,0.29
5,udp,344,1582,0,0,3,2,0.26,0.31
2,udp,269,177,2,1,27,14,0.17,0.44
4,tcp,489,1129,5,0,1,15,0.26,0.1
20,tcp,328,1623,2,0,38,11,0.4,0.07
3,tcp,376,460,4,0,17,29,0.14,0.44
17,udp,329,409,0,0,20,14,0.19,0.24
20,udp,176,785,3,1,12,22,0.44,0.21
10,tcp,80,738,2,1,6,3,0.12,0.11
3,udp,57,489,5,0,43,16,0.05,0.31
17,tcp,469,1874,1,1,28,21,0.02,0.46
3,tcp,438,1446,5,0,2,1,0.38,0.3
11,tcp,75,1720,0,1,21,29,0.07,0.25
5,tcp,307,1267,3,1,26,14,0.14,0.3
10,udp,396,1414,3,0,48,10,0.33,0.49
19,tcp,304,1960,4,0,35,26,0.02,0.18
2,udp,169,631,5,0,44,11,0.26,0.35
15,tcp,329,1837,2,1,47,1,0.41,0.46
12,udp,436,613,2,0,24,14,0.12,0.22
17,tcp,463,352,0,0,9,1,0.35,0.24
12,tcp,355,247,3,1,12,29,0.28,0.2
3,tcp,426,953,0,1,46,7,0.05,0.15
18,udp,454,846,4,0,50,3,0.28,0.46
19,tcp,250,1682,4,0,50,30,0.37,0.42
2,udp,246,986,4,0,11,11,0.48,0.21
6,udp,444,478,3,1,49,27,0.31,0.05
4,tcp,308,121,4,0,40,15,0.19,0.29
1,udp,310,744,5,0,45,29,0.47,0.26
10,tcp,400,1188,2,0,25,25,0.41,0.37
10,udp,156,760,4,0,19,20,0.04,0.11
5,udp,412,1004,3,0,23,11,0.1,0.17
6,udp,252,1813,0,0,21,26,0.16,0.37
11,udp,289,296,1,1,49,16,0.49,0.34
6,udp,470,493,3,0,23,30,0.37,0.24
18,udp,478,1774,5,0,35,2,0.37,0.15
20,udp,324,1118,0,0,31,1,0.48,0.39
20,udp,143,683,3,0,2,16,0.2,0.12
14,tcp,459,362,5,0,28,6,0.36,0.31
4,udp,426,1103,0,0,33,7,0.23,0.07
5,udp,181,1820,5,0,26,10,0.11,0.48
20,udp,448,172,2,0,17,25,0.19,0.34
11,tcp,479,495,2,0,50,18,0.27,0.14
11,udp,205,1187,3,0,40,23,0.39,0.08
20,udp,120,1312,4,0,40,27,0.08,0.14
6,tcp,305,122,5,0,36,28,0.08,0.05
11,tcp,323,997,4,0,33,14,0.46,0.39
9,udp,291,720,1,0,24,14,0.04,0.26
7,udp,496,593,1,1,39,9,0.28,0.37
13,udp,111,128,5,0,34,9,0.46,0.21
15,tcp,331,1143,5,0,37,15,0.28,0.31
13,udp,110,1031,3,0,5,5,0.41,0.41
10,udp,118,1876,3,0,16,10,0.4,0.25
13,tcp,165,1399,4,0,41,25,0.36,0.29
17,udp,348,1125,4,0,32,7,0.43,0.03
7,udp,54,1685,2,1,44,25,0.09,0.32
3,udp,332,584,2,0,43,1,0.42,0.4
12,udp,338,513,1,1,42,9,0.02,0.35
17,tcp,386,196,3,0,11,22,0.44,0.06
6,tcp,269,1063,4,0,15,4,0.46,0.14
18,udp,467,649,4,0,38,2,0.28,0.26
1,tcp,272,1207,0,0,47,25,0.03,0.37
13,tcp,462,671,0,1,22,5,0.41,0.17
2,tcp,302,1292,2,1,35,1,0.44,0.33
12,tcp,304,1640,1,1,48,2,0.25,0.22
12,tcp,251,149,2,1,46,29,0.48,0.39
5,udp,259,1708,2,0,1,2,0.0,0.28
9,udp,463,1068,0,1,49,26,0.06,0.44
2,udp,108,502,0,1,4,30,0.41,0.08
8,tcp,73,1544,0,0,30,5,0.04,0.09
8,tcp,308,1924,4,0,42,8,0.22,0.37
4,tcp,285,1273,5,0,2,30,0.32,0.02
19,tcp,350,1247,0,0,11,6,0.46,0.06
8,tcp,486,1994,4,0,31,5,0.38,0.22
6,tcp,121,1745,4,0,24,9,0.12,0.05
4,tcp,497,850,0,0,16,28,0.16,0.24
17,udp,120,650,5,0,50,13,0.43,0.18
13,tcp,191,1829,4,0,46,21,0.31,0.32
3,udp,357,1193,1,0,37,27,0.22,0.4
5,udp,142,583,2,1,50,17,0.27,0.01
17,tcp,455,136,4,0,24,5,0.06,0.37
3,tcp,301,1738,3,0,22,29,0.4,0.44
11,udp,205,1490,1,0,5,24,0.29,0.46
7,udp,62,414,5,0,22,17,0.26,0.32
6,tcp,419,1740,4,0,2,29,0.39,0.39
13,udp,419,523,4,0,28,10,0.46,0.17
1,tcp,132,1225,4,0,48,8,0.39,0.11
2,tcp,188,1378,3,0,47,23,0.43,0.47
13,udp,234,205,0,0,42,30,0.23,0.45
18,tcp,342,592,3,0,16,16,0.18,0.05
10,udp,416,1191,2,0,37,2,0.32,0.04
18,tcp,243,1389,3,0,34,19,0.47,0.12
8,tcp,483,981,0,0,18,18,0.05,0.36
14,udp,107,1534,2,0,40,17,0.03,0.02
13,udp,59,1425,5,0,6,28,0.26,0.16
4,udp,427,1054,0,0,21,23,0.39,0.4
20,tcp,240,1239,3,1,27,3,0.2,0.42
8,udp,486,1960,4,0,42,18,0.39,0.37
12,udp,280,1969,2,0,26,29,0.48,0.5
19,tcp,400,655,0,1,7,1,0.09,0.01
9,tcp,208,105,0,0,27,11,0.26,0.15
15,tcp,122,221,3,0,41,4,0.31,0.09
16,udp,489,1559,4,0,50,9,0.33,0.48
20,tcp,161,636,5,0,22,12,0.26,0.19
15,udp,429,187,2,0,12,22,0.41,0.08
14,udp,273,1650,5,0,23,25,0.14,0.16
18,tcp,154,793,2,0,9,12,0.23,0.31
19,udp,101,1938,4,0,11,17,0.34,0.03
18,tcp,120,689,3,1,6,18,0.46,0.17
8,udp,321,1408,3,1,49,3,0.4,0.12
16,tcp,210,1669,2,1,18,17,0.2,0.38
18,udp,416,1484,4,0,37,3,0.12,0.02
16,tcp,384,935,0,1,31,22,0.49,0.39
2,udp,381,814,4,0,3,25,0.28,0.3
18,tcp,151,167,5,0,42,4,0.01,0.28
3,tcp,254,284,3,0,1,24,0.29,0.42
14,tcp,432,1704,4,0,47,25,0.14,0.2
10,tcp,418,1743,5,0,25,22,0.06,0.0
6,udp,190,305,4,0,22,28,0.46,0.17
8,udp,106,1081,1,1,42,10,0.23,0.25
8,udp,488,264,4,0,3,19,0.39,0.22
13,udp,58,1431,0,0,48,21,0.01,0.13
17,udp,104,1508,3,0,15,2,0.27,0.21
14,udp,398,1016,3,1,48,28,0.3,0.46
6,udp,238,1410,3,0,37,5,0.22,0.03
14,udp,240,421,1,1,25,10,0.18,0.42
11,tcp,154,1679,2,0,22,29,0.39,0.06
6,tcp,424,323,2,0,6,11,0.06,0.12
18,tcp,230,906,3,0,34,9,0.45,0.18
4,udp,247,230,0,1,13,15,0.23,0.4
12,tcp,330,507,0,0,35,2,0.49,0.11
6,tcp,65,1163,3,1,24,7,0.01,0.04
13,udp,296,541,2,1,46,14,0.28,0.12
7,tcp,360,901,1,0,23,23,0.39,0.36
10,tcp,464,247,4,0,32,14,0.32,0.27
20,tcp,142,1801,4,0,27,23,0.3,0.12
14,tcp,297,1007,2,0,20,29,0.4,0.18
3,tcp,186,749,4,0,19,29,0.02,0.11
8,udp,493,1279,0,1,44,9,0.33,0.1
19,tcp,85,964,2,1,7,6,0.38,0.35
2,udp,120,1039,0,1,17,26,0.38,0.23
7,udp,117,1206,5,0,28,6,0.27,0.49
5,tcp,362,1490,2,1,19,1,0.3,0.27
3,tcp,95,471,2,1,41,7,0.31,0.15
19,tcp,330,1817,5,0,18,25,0.28,0.35
6,udp,375,875,4,0,26,14,0.49,0.15
4,udp,381,1652,1,1,17,29,0.12,0.23
20,tcp,129,434,4,0,40,4,0.03,0.21
19,udp,222,553,3,1,13,14,0.46,0.22
12,udp,78,105,5,0,48,28,0.41,0.04
5,tcp,310,1055,3,0,7,22,0.28,0.12
4,tcp,334,1636,5,0,47,9,0.37,0.19
2,udp,98,168,5,0,36,16,0.45,0.25
7,tcp,390,588,2,1,30,24,0.02,0.32
17,tcp,390,1167,4,0,15,25,0.0,0.49
8,tcp,281,966,3,0,43,12,0.25,0.31
11,tcp,51,1925,3,1,13,30,0.23,0.35
3,udp,357,558,3,0,28,28,0.08,0.09
18,tcp,131,1449,2,1,49,1,0.21,0.47
20,udp,262,322,5,0,20,30,0.26,0.37
10,tcp,234,666,3,0,41,18,0.42,0.18
4,udp,298,236,3,0,22,21,0.24,0.36
19,tcp,148,1139,5,0,16,19,0.41,0.41
18,udp,152,868,3,0,5,18,0.25,0.11
8,udp,313,1686,2,0,19,11,0.26,0.16
10,udp,405,303,3,0,48,24,0.25,0.08
18,tcp,81,1007,1,0,38,4,0.48,0.26
20,tcp,132,210,0,0,36,22,0.49,0.42
11,tcp,147,1966,1,1,8,30,0.4,0.31
8,tcp,176,733,4,0,23,27,0.01,0.28
4,tcp,450,615,4,0,30,28,0.22,0.2
8,udp,264,1478,5,0,24,27,0.04,0.38
20,tcp,473,979,3,0,45,5,0.38,0.46
8,tcp,392,242,4,0,10,2,0.26,0.08
6,udp,109,1467,1,0,4,16,0.17,0.29
11,udp,455,1526,5,0,6,11,0.25,0.44
14,tcp,307,888,3,1,44,16,0.33,0.11
9,tcp,67,1147,2,1,37,20,0.44,0.01
20,tcp,378,1342,4,0,9,13,0.3,0.01
15,tcp,52,1442,3,0,45,10,0.17,0.28
18,udp,317,260,5,0,26,14,0.13,0.2
19,tcp,233,1897,1,0,37,15,0.27,0.23
11,tcp,201,616,0,0,5,5,0.41,0.17
15,tcp,375,141,3,0,7,28,0.09,0.16
7,tcp,200,1437,0,1,8,9,0.1,0.18
19,udp,374,1049,5,0,22,24,0.37,0.13
7,udp,282,1070,3,0,47,20,0.04,0.32
19,tcp,448,482,1,1,24,17,0.49,0.39
2,tcp,416,1660,1,1,47,25,0.22,0.4
8,udp,444,1979,4,0,34,9,0.17,0.0
19,tcp,228,1738,0,0,25,27,0.4,0.12
13,tcp,118,114,3,1,23,25,0.12,0.19
10,tcp,185,247,1,0,32,10,0.29,0.16
19,udp,412,1119,1,0,5,7,0.03,0.05
3,tcp,113,1427,3,0,20,27,0.12,0.25
13,udp,371,1280,1,0,47,15,0.08,0.39
5,udp,306,406,2,1,18,6,0.41,0.21
3,udp,273,1091,2,1,31,1,0.09,0.13
1,tcp,218,1076,2,0,33,18,0.09,0.31
17,tcp,427,429,2,1,24,21,0.03,0.01
16,tcp,186,1102,5,0,25,1,0.4,0.17
2,udp,401,1227,5,0,41,11,0.26,0.17
18,udp,168,739,0,1,33,11,0.33,0.1
16,udp,297,306,3,1,45,15,0.09,0.3
14,udp,81,1704,3,1,9,19,0.17,0.23
13,udp,377,1319,3,1,39,25,0.46,0.5
2,udp,177,1080,1,0,7,19,0.41,0.07
5,udp,468,814,1,1,16,20,0.26,0.44
14,udp,469,288,4,0,17,2,0.31,0.35
5,udp,109,601,2,1,41,15,0.42,0.32
11,tcp,415,1383,5,0,42,22,0.3,0.21
11,tcp,281,560,1,0,49,17,0.4,0.36
9,udp,402,782,3,1,18,19,0.15,0.35
16,udp,419,1320,1,1,40,15,0.34,0.42
7,udp,272,1413,2,0,40,2,0.13,0.12
7,tcp,436,1037,0,0,27,14,0.01,0.03
2,tcp,445,1069,2,0,22,9,0.32,0.43
4,udp,245,934,1,0,3,23,0.44,0.4
11,udp,142,350,2,1,13,17,0.01,0.33
10,udp,342,1706,5,0,18,13,0.14,0.31
5,udp,183,619,1,1,26,25,0.27,0.45
10,tcp,84,749,4,0,49,9,0.03,0.48
6,udp,482,718,0,0,42,2,0.31,0.27
12,udp,452,535,5,0,31,27,0.49,0.22
3,udp,489,853,2,1,40,7,0.1,0.44
1,tcp,149,251,0,0,31,22,0.27,0.41
10,udp,84,1588,3,1,48,7,0.3,0.12
12,tcp,240,1641,1,1,29,22,0.09,0.31
7,tcp,305,1709,5,0,37,17,0.33,0.12
1,udp,334,220,1,0,9,5,0.39,0.38
5,tcp,214,1847,0,0,14,23,0.48,0.13
16,tcp,488,1764,1,0,25,6,0.41,0.28
9,udp,334,1491,3,1,7,14,0.04,0.13
15,tcp,318,904,1,1,18,13,0.0,0.04
1,tcp,213,1976,2,0,33,17,0.32,0.45
9,tcp,341,391,0,0,3,16,0.12,0.44
17,tcp,273,768,4,0,37,10,0.31,0.03
8,udp,176,990,2,0,18,4,0.03,0.11
3,tcp,437,1011,0,0,37,10,0.22,0.14
9,tcp,382,1190,3,1,4,11,0.42,0.32
19,udp,483,1542,3,0,7,12,0.36,0.03
19,udp,349,1359,0,1,19,10,0.43,0.01
1,tcp,213,1832,1,0,42,12,0.29,0.18
9,udp,381,1833,0,1,19,16,0.46,0.1
20,udp,273,701,4,0,19,18,0.41,0.12
2,tcp,100,619,3,0,48,22,0.27,0.01
16,udp,214,1687,2,1,18,14,0.09,0.48
7,udp,430,190,4,0,6,28,0.41,0.4
8,tcp,404,1482,2,0,41,9,0.2,0.2
11,udp,336,1942,0,1,48,25,0.3,0.48
2,udp,268,763,3,0,22,30,0.11,0.21
15,tcp,266,581,2,0,22,2,0.05,0.18
9,tcp,495,226,4,0,1,18,0.37,0.19
15,udp,291,737,2,1,34,17,0.4,0.08
15,udp,256,713,4,0,45,11,0.07,0.32
5,tcp,358,704,2,1,3,1,0.04,0.09
8,udp,477,468,0,1,6,10,0.01,0.42
13,udp,463,966,4,0,47,16,0.08,0.47
9,tcp,108,958,1,1,29,11,0.01,0.31
16,udp,298,1550,2,0,36,1,0.24,0.15
3,tcp,315,1839,2,0,1,4,0.25,0.28
9,tcp,105,1676,1,1,17,3,0.1,0.48
15,udp,132,1023,3,1,39,10,0.1,0.1
19,tcp,354,1407,2,1,21,6,0.11,0.37
4,udp,401,1685,0,1,1,28,0.42,0.38
18,tcp,214,1823,0,1,8,27,0.36,0.43
16,udp,413,1472,2,0,43,23,0.19,0.08
13,udp,426,298,4,0,5,3,0.15,0.42
3,tcp,99,1393,0,0,1,5,0.24,0.34
17,tcp,98,1147,5,0,26,11,0.4,0.12
10,tcp,251,531,0,0,18,28,0.32,0.07
2,udp,60,1545,2,1,8,11,0.26,0.15
5,udp,484,984,5,0,26,5,0.17,0.11
19,udp,341,1520,0,1,38,2,0.33,0.19
4,tcp,382,1023,2,1,38,28,0.22,0.43
9,tcp,479,1224,0,0,34,5,0.4,0.23
7,tcp,344,1855,2,0,28,23,0.11,0.14
1,tcp,443,1013,4,0,9,10,0.31,0.45
3,tcp,431,862,3,0,1,27,0.18,0.15
2,udp,55,1448,5,0,16,3,0.03,0.21
12,tcp,490,1621,1,0,30,21,0.42,0.27
5,tcp,190,330,4,0,14,23,0.26,0.13
2,tcp,316,1325,0,0,45,3,0.22,0.18
1,udp,57,958,5,0,25,27,0.37,0.47
9,tcp,396,1969,0,1,33,3,0.02,0.32
8,tcp,308,215,4,0,16,19,0.03,0.15
9,udp,210,1845,1,1,25,9,0.07,0.03
8,tcp,412,1508,2,1,6,29,0.44,0.08
6,udp,321,841,4,0,10,8,0.4,0.26
19,tcp,144,1680,4,0,8,20,0.23,0.11
2,udp,120,190,5,0,12,2,0.19,0.37
8,tcp,390,412,4,0,29,13,0.08,0.38
5,tcp,412,1296,4,0,50,14,0.34,0.41
14,udp,479,1583,1,0,4,26,0.47,0.21
13,udp,74,1099,0,1,8,24,0.36,0.43
14,udp,134,1455,5,0,7,27,0.28,0.28
5,tcp,407,951,1,0,11,12,0.16,0.18
20,tcp,61,1119,1,0,28,3,0.12,0.22
11,tcp,287,771,1,0,23,15,0.32,0.41
4,udp,491,1437,5,0,8,24,0.29,0.08
5,udp,367,991,2,0,48,1,0.42,0.1
11,tcp,394,341,4,0,38,4,0.21,0.21
9,tcp,252,1489,3,0,32,7,0.19,0.04
12,udp,328,1599,0,0,49,24,0.03,0.02
8,udp,282,705,0,0,22,20,0.48,0.21
14,tcp,227,1023,4,0,46,25,0.0,0.06
15,udp,271,883,1,0,50,7,0.15,0.34
19,tcp,365,1129,3,0,23,7,0.14,0.43
7,udp,241,1381,1,0,15,18,0.01,0.18
11,udp,345,873,0,1,43,10,0.36,0.12
12,tcp,285,1128,3,0,41,17,0.13,0.02
9,udp,332,739,5,0,46,23,0.0,0.24
16,tcp,300,1933,0,1,48,28,0.31,0.18
19,udp,425,1203,2,0,8,30,0.14,0.2
20,tcp,105,833,4,0,18,10,0.23,0.03
5,tcp,160,215,3,1,45,25,0.46,0.39
2,tcp,198,1072,5,0,17,12,0.07,0.48
3,tcp,152,1805,1,1,50,10,0.33,0.24
9,tcp,137,1326,4,0,21,16,0.3,0.39
9,udp,419,1410,2,0,8,6,0.22,0.28
